state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total,,
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,,,,5,,,,,,,,,5,,
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,164,108,68,55,52,55,75,106,50,85,89,108,1015,,
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,1729,2015,1636,2256,2091,2527,2798,2954,2474,2524,2447,3228,28679,,
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,1893,2123,1704,2316,2143,2582,2873,3060,2524,2609,2536,3336,29699,,
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,3097,3567,4129,4538,3405,6813,5148,5851,4104,5399,5873,4866,56790,,
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,6112,7212,6507,7504,6381,8145,8546,9077,7392,7513,7403,7293,89085,,
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,419,230,181,249,280,212,176,196,325,335,385,277,3265,,
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,3813,4287,3761,4081,3735,4081,3775,5667,5581,4640,3928,4907,52256,,
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,412,378,399,353,353,430,734,446,378,379,454,390,5106,,
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,39629,41949,39264,37322,36810,40172,42908,40471,35783,39417,36387,39824,469936,,
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,36926,37036,38544,40051,38470,43514,39548,46979,41829,43379,40346,43381,490003,,
,6.3,PNC maternal complications attended,TOTAL,61,63,73,144,243,165,292,81,59,96,117,332,1726,,
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,253,308,246,253,287,338,290,280,211,234,240,337,3277,,
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,8,34,24,18,21,34,32,39,19,31,12,66,338,,
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,261,342,270,271,308,372,322,319,230,265,252,403,3615,,
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,602,637,543,475,543,609,623,669,644,692,688,701,7426,,
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,2730,2413,2479,2608,2729,2355,2339,2323,2297,2353,2241,2348,29215,,
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,4105,3991,4459,4157,4109,3809,4118,3779,3737,3752,3844,3723,47583,,
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,6835,6404,6938,6765,6838,6164,6457,6102,6034,6105,6085,6071,76798,,
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,908,713,1335,1399,1492,1391,1403,1456,991,1027,1329,1703,15147,,
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,7,10,4,31,8,5,1,29,5,2,2,14,118,,
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,16,25,81,86,70,67,38,103,37,17,38,38,616,,
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,70,110,115,253,81,134,123,173,82,69,57,64,1331,,
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,93,145,200,370,159,206,162,305,124,88,97,116,2065,,
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,,13,20,4,7,2,2,1,5,3,2,4,63,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,8,5,5,2,4,11,3,,16,1,2,,57,,
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,3,140,139,359,160,76,126,212,199,81,127,127,1749,,
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,1490,1741,980,960,628,906,944,1114,850,740,730,702,11785,,
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,1501,1886,1124,1321,792,993,1073,1326,1065,822,859,829,13591,,
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,636,695,484,603,428,459,455,433,504,390,426,458,5971,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,,,,,,,,25,,,,,25,,
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,21,13,9,13,13,6,16,16,12,10,6,6,141,,
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,263,223,103,89,66,97,70,73,48,78,54,89,1253,,
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,284,236,112,102,79,103,86,114,60,88,60,95,1419,,
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,183,219,145,174,97,172,187,177,148,107,180,156,1945,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,,,4,,2,5,,1,6,,2,,20,,
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,126,143,146,76,73,83,144,118,116,132,88,99,1344,,
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,2782,3124,2757,2571,2418,2832,3259,3105,2730,2707,2407,3073,33765,,
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,2908,3267,2907,2647,2493,2920,3403,3224,2852,2839,2497,3172,35129,,
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,3470,3701,3510,3466,3065,3796,3687,3786,3176,3254,3137,3023,41071,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,609,568,685,697,558,561,554,537,443,493,361,309,6375,,
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,1816,1836,2134,2496,1668,2163,1993,2143,1896,2046,1526,1219,22936,,
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,732,775,728,920,615,812,823,764,661,730,585,597,8742,,
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,751,845,803,786,585,676,667,740,754,789,728,823,8947,,
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,3908,4024,4350,4899,3426,4212,4037,4184,3754,4058,3200,2948,47000,,
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,730,932,764,732,591,752,717,755,846,821,640,670,8950,,
,9.06,Number of IUCD removals,TOTAL,1233,1469,1488,1571,1339,1574,1569,1830,1626,1495,1335,1393,17922,,
,9.07,Number of Oral Pills cycles distributed,TOTAL,7140,7927,10941,13223,12806,11356,8331,8801,6868,5583,5002,5192,103170,,
,9.08,Number of Condom pieces distributed,TOTAL,408895,418013,511702,593414,587059,622059,610633,580664,520053,494141,453346,414062,6214041,,
,9.09,Number of Centchroman (weekly) pills given,TOTAL,579,331,202,838,931,2153,82,696,833,373,403,33,7454,,
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,2432,2438,1727,1883,2021,1914,2013,1607,1306,1314,774,722,20151,,
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,,1,,2,1,,,2,2,,2,1,11,,
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,10,9,3,1,,,2,,1,,1,3,30,,
,9.11.2.a,Number of failures following male sterilization,TOTAL,,,,2,,,,1,1,3,3,4,14,,
,9.11.2.b,Number of failures following female sterilization,TOTAL,27,11,13,20,19,24,18,18,27,32,24,27,260,,
,9.11.3.a,Number of deaths following male sterilization,TOTAL,,,,,,,,,,,,,,,
,9.11.3.b,Number of deaths following female sterilization,TOTAL,,,,,,,,,,,,,,,
,9.12,Number of Institutions having NSV trained doctors,TOTAL,22,24,25,27,30,32,35,37,38,17,23,34,-1,,
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,41736,45582,43410,41087,39180,43706,41269,45743,40992,40465,38086,41575,502831,,
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,4003,3510,2714,2707,2138,2272,1723,1509,1377,1081,725,887,24646,,
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,4095,3123,2696,2413,1694,2075,1453,1158,1228,941,637,632,22145,,
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,6187,4160,3220,2805,1674,2126,1344,1136,1173,849,613,648,25935,,
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,35129,42367,39690,38426,36510,40836,38408,41468,35060,35802,35014,38288,456998,,
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,36779,44768,45944,45260,39550,46408,38783,47002,45763,41717,38191,38888,509053,,
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,35687,42817,44590,44166,39295,47033,39187,44399,45223,42331,38250,40856,503834,,
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,35917,41577,42633,42316,37885,47504,39717,46122,42997,41690,40778,43006,502142,,
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,20010,21527,18511,20268,17327,20973,21814,19356,17510,15119,16027,19586,228028,,
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,3967,3895,2423,3695,2851,2720,1964,2518,2183,1855,1543,1509,31123,,
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,4344,3566,2397,2881,2081,2560,1565,1872,1661,1346,1072,971,26316,,
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,6551,4651,3362,3279,2006,2317,1693,1795,1499,1273,998,1067,30491,,
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,39345,41175,42799,41116,36674,48058,39882,42886,41404,44320,39596,44993,502248,,
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,10626,11126,12583,11655,9015,13459,12392,13904,13036,12599,11662,12427,144484,,
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,18905,20224,20959,20093,17981,23653,19578,20932,20162,21927,19853,22269,246536,,
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,18403,19089,19960,19448,17479,22791,18960,20238,19304,21226,19000,21388,237286,,
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,37308,39313,40919,39541,35460,46444,38538,41170,39466,43153,38853,43657,483822,,
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,36860,39521,40961,35821,29395,40806,36491,41211,40090,41691,36125,39795,458767,,
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,35123,39202,40819,35895,29395,40680,36490,41096,39603,38274,35551,38498,450626,,
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,12558,13937,13717,13740,11993,16305,16273,15808,15850,17230,14586,17253,179250,,
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,2401,2746,2803,2195,2067,2508,2366,2637,2335,2167,1692,1842,27759,,
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,2354,2529,2672,2075,1893,2465,2168,2622,2247,2015,1701,1770,26511,,
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,4755,5275,5475,4270,3960,4973,4534,5259,4582,4182,3393,3612,54270,,
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,37613,46506,25939,24530,20045,29533,27253,28395,30079,30599,24468,23878,348838,,
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,27415,35592,16486,27126,18646,36974,45102,41891,23967,28569,27878,16337,345983,,
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,14814,16021,12717,33921,19344,58118,62543,59485,19440,25808,20509,8775,351495,,
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,18,15,5,11,97,16,21,16,21,12,14,19,265,,
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,3,,,,1,3,,,7,,
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,115,107,95,152,218,248,285,337,256,239,222,212,2486,,
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,15917,16006,15838,15909,15803,15728,13913,16167,15857,16031,15489,15693,188351,,
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,15758,15890,15768,15876,15704,15695,13815,16090,15841,15976,15339,15584,187336,,
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,13413,13723,13955,14177,14023,13966,12264,14221,14076,14045,13715,13820,165398,,
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,4029,2353,1369,2397,3334,4713,2346,5069,5167,5430,4315,2183,42705,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,32632,31885,32869,29985,26002,30985,22339,20312,16266,14619,10122,9712,277728,,
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,26200,25154,23345,22643,20211,19983,16102,14707,12197,9683,7072,5932,203229,,
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,21318,22994,18110,17715,15271,17323,13498,12985,11017,9207,6590,5201,171229,,
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,,1,,,,,1,,,,2,,4,,
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,3,7,9,5,3,8,1,,2,2,5,8,53,,
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,,,
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,2,,,1,,,1,1,1,2,,,8,,
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,,,
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,47,54,38,120,60,71,80,130,171,168,96,86,1121,,
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,3616,3914,4170,3864,3326,3682,2814,3347,2858,3006,3106,3011,40714,,
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,53,44,16,15,261,28,19,6,69,44,6,42,603,,
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,4072,5040,5346,6899,7127,7282,9631,5084,4696,5479,5280,6613,72549,,
,13.1,Number of Patients operated for cataract,TOTAL,2480,3580,3137,2988,2594,2698,3188,3199,1881,3238,2624,2808,34415,,
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,2470,3579,3091,2981,2535,2695,3188,3189,1807,3171,2597,2804,34107,,
,13.3,Number of School children detected with Refractive errors,TOTAL,931,697,5969,12803,6316,7284,6578,8488,7337,9343,12161,2500,80407,,
,13.4,Number of children provided free glasses,TOTAL,56,273,772,1841,1171,1555,1722,2928,1655,3024,2476,1403,18876,,
,13.5,Number of eyes collected through eye donation,TOTAL,,5,13,3,12,11,21,117,8,68,,7,265,,
,13.6,Number of eyes utilised for corneal transplant,TOTAL,,4,,,3,11,,1,2,7,,7,35,,
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,41,47,46,47,50,45,48,52,53,20,37,68,-1,,
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,90,105,104,107,114,121,130,130,132,41,72,161,-1,,
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,13882,14200,15084,15432,15177,13902,15192,15738,15414,15367,15391,16089,-1,,
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,155,199,213,226,247,263,280,293,298,108,161,397,-1,,
,14.05,Number of RKS meetings held during the month,TOTAL,70,81,111,98,90,94,249,88,152,97,103,99,1332,,
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,55,61,62,62,68,68,74,79,80,31,54,86,-1,,
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,1638,1693,1685,2016,1988,1920,1838,2405,2222,2302,2303,2563,24573,,
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,15,16,16,16,18,16,18,20,20,11,21,32,-1,,
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,23,28,28,26,30,28,31,33,33,12,23,43,-1,,
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,20544,27540,25732,36925,30477,25106,26399,26468,23301,23600,23257,30403,319752,,
,,,2. Adults,81693,88688,76546,103579,72965,69734,86082,76015,78011,85063,77186,103399,998961,,
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,21218,73709,24983,57472,30557,23790,33026,27695,23397,24161,22951,30982,393941,,
,,,2. Adults,99694,115361,106090,140576,101013,99619,125804,108306,106603,112265,98594,132864,1346789,,
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,41762,101249,50715,94397,61034,48896,59425,54163,46698,47761,46208,61385,713693,,
,,,2. Adults,181387,204049,182636,244155,173978,169353,211886,184321,184614,197328,175780,236263,2345750,,
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,926,1052,1058,1125,1190,1268,1049,1104,1105,1245,1088,1479,13689,,
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,690,701,732,792,709,789,631,814,727,963,719,1052,9319,,
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,1616,1753,1790,1917,1899,2057,1680,1918,1832,2208,1807,2531,23008,,
,14.11,In-Patient Head Count at midnight,TOTAL,328272,376976,388001,509138,437322,389594,428202,426594,429242,420767,463249,504237,5101594,,
,14.12.1,OPD attendance (All),TOTAL,5678841,5207232,6397891,6789057,5707743,6339901,6038922,6165694,7200800,6004712,7192317,5789716,74512826,,
